item_id,domain,skill_id,competency,level,question_text,option_a,option_b,option_c,option_d,correct_answer,param_a,param_b,scaffold_step1,scaffold_step2
PROB_PISA_330,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.08$, $0.1$ và $0.1$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.7802,0.7452,0.7032,0.8032,B,1.23,1.01,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_331,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Ba nhóm bệnh nhân độc lập gồm nhóm 1, nhóm 2 và nhóm 3 được chỉ định phác đồ điều trị mới. Xác suất đáp ứng thuốc tốt của mỗi nhóm lần lượt là $0.79$, $0.92$ và $0.89$. Tính xác suất để có đúng hai trong ba nhóm đáp ứng tốt với phác đồ điều trị.",0.3431,0.2661,0.3661,0.3081,D,1.4,1.05,"Phân tích thành 3 trường hợp rời nhau (xung khắc): (nhóm 1 và 2 đạt, nhóm 3 không), (nhóm 1 và 3 đạt, nhóm 2 không), hoặc (nhóm 2 và 3 đạt, nhóm 1 không).","Áp dụng quy tắc nhân xác suất cho các biến cố độc lập trong từng trường hợp, sau đó áp dụng quy tắc cộng xác suất để tìm kết quả chung."
PROB_PISA_332,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.74$ và quỹ $F_2$ là $0.83$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.9908,0.9138,0.8908,0.9558,D,1.21,1.09,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_333,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $2.5\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $2.5\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.975,0.933,0.91,0.89,A,1.38,1.13,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_334,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.09$, $0.08$ và $0.1$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9573,0.9993,0.9343,0.9143,B,1.19,1.17,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_335,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.04$, $0.06$ và $0.12$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.8291,0.7521,0.7941,0.8521,C,1.36,1.21,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_336,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Trong một nghiên cứu y khoa, ba phương pháp xét nghiệm sinh học $M_1$, $M_2$ và $M_3$ hoạt động độc lập để phát hiện kháng thể trong huyết thanh bệnh nhân. Xác suất phát hiện thành công của mỗi phương pháp lần lượt là $0.79$, $0.8$ và $0.85$. Tính xác suất để có ít nhất một phương pháp phát hiện thành công kháng thể.",0.9937,0.9517,0.9287,0.9087,A,1.17,1.25,Xác định biến cố đối: Tình huống 'cả ba phương pháp đều không phát hiện được kháng thể' xảy ra khi từng phương pháp đồng thời thất bại.,"Vì các phương pháp hoạt động độc lập, hãy tính xác suất cả 3 cùng thất bại: $P(\text{Đối}) = (1 - 0.79)(1 - 0.8)(1 - 0.85)$, sau đó tính $P = 1 - P(\text{Đối})$."
PROB_PISA_337,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.78$ và quỹ $F_2$ là $0.87$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.9714,0.9294,0.9064,0.8864,A,1.34,1.29,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_338,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $3.0\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $3.0\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.928,0.97,0.905,0.885,B,1.15,1.33,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_339,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.11$, $0.1$ và $0.12$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9567,0.9337,0.9987,0.9137,C,1.32,1.37,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_340,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.06$, $0.08$ và $0.14$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.7787,0.7017,0.8017,0.7437,D,1.13,1.41,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_341,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Ba nhóm bệnh nhân độc lập gồm nhóm 1, nhóm 2 và nhóm 3 được chỉ định phác đồ điều trị mới. Xác suất đáp ứng thuốc tốt của mỗi nhóm lần lượt là $0.79$, $0.84$ và $0.93$. Tính xác suất để có đúng hai trong ba nhóm đáp ứng tốt với phác đồ điều trị.",0.3631,0.3281,0.2861,0.3861,B,1.3,1.45,"Phân tích thành 3 trường hợp rời nhau (xung khắc): (nhóm 1 và 2 đạt, nhóm 3 không), (nhóm 1 và 3 đạt, nhóm 2 không), hoặc (nhóm 2 và 3 đạt, nhóm 1 không).","Áp dụng quy tắc nhân xác suất cho các biến cố độc lập trong từng trường hợp, sau đó áp dụng quy tắc cộng xác suất để tìm kết quả chung."
PROB_PISA_342,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.82$ và quỹ $F_2$ là $0.75$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.99,0.955,0.913,0.89,B,1.11,1.49,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_343,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $1.5\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $3.5000000000000004\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.935,0.912,0.977,0.892,C,1.28,1.53,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_344,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.05$, $0.12$ và $0.14$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9572,0.9342,0.9142,0.9992,D,1.45,1.57,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_345,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.08$, $0.1$ và $0.08$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.7618,0.7968,0.7198,0.8198,A,1.26,1.61,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_346,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Trong một nghiên cứu y khoa, ba phương pháp xét nghiệm sinh học $M_1$, $M_2$ và $M_3$ hoạt động độc lập để phát hiện kháng thể trong huyết thanh bệnh nhân. Xác suất phát hiện thành công của mỗi phương pháp lần lượt là $0.79$, $0.88$ và $0.89$. Tính xác suất để có ít nhất một phương pháp phát hiện thành công kháng thể.",0.9552,0.9322,0.9972,0.9122,C,1.43,1.65,Xác định biến cố đối: Tình huống 'cả ba phương pháp đều không phát hiện được kháng thể' xảy ra khi từng phương pháp đồng thời thất bại.,"Vì các phương pháp hoạt động độc lập, hãy tính xác suất cả 3 cùng thất bại: $P(\text{Đối}) = (1 - 0.79)(1 - 0.88)(1 - 0.89)$, sau đó tính $P = 1 - P(\text{Đối})$."
PROB_PISA_347,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.86$ và quỹ $F_2$ là $0.79$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.9286,0.9056,0.9706,0.8856,C,1.24,1.69,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_348,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $2.0\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $2.5\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.936,0.913,0.893,0.978,D,1.41,1.73,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_349,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.07$, $0.08$ và $0.1$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9994,0.9574,0.9344,0.9144,A,1.22,1.77,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_350,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.04$, $0.06$ và $0.1$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.8472,0.8122,0.7702,0.8702,B,1.39,1.81,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_351,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Ba nhóm bệnh nhân độc lập gồm nhóm 1, nhóm 2 và nhóm 3 được chỉ định phác đồ điều trị mới. Xác suất đáp ứng thuốc tốt của mỗi nhóm lần lượt là $0.79$, $0.92$ và $0.85$. Tính xác suất để có đúng hai trong ba nhóm đáp ứng tốt với phác đồ điều trị.",0.362,0.285,0.385,0.327,D,1.2,0.85,"Phân tích thành 3 trường hợp rời nhau (xung khắc): (nhóm 1 và 2 đạt, nhóm 3 không), (nhóm 1 và 3 đạt, nhóm 2 không), hoặc (nhóm 2 và 3 đạt, nhóm 1 không).","Áp dụng quy tắc nhân xác suất cho các biến cố độc lập trong từng trường hợp, sau đó áp dụng quy tắc cộng xác suất để tìm kết quả chung."
PROB_PISA_352,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.7$ và quỹ $F_2$ là $0.83$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.984,0.907,0.884,0.949,D,1.37,0.89,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_353,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $2.5\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $3.0\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.973,0.931,0.908,0.888,A,1.18,0.93,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_354,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.09$, $0.1$ và $0.12$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9569,0.9989,0.9339,0.9139,B,1.35,0.97,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_355,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.06$, $0.08$ và $0.12$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.796,0.719,0.761,0.819,C,1.16,1.01,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_356,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Trong một nghiên cứu y khoa, ba phương pháp xét nghiệm sinh học $M_1$, $M_2$ và $M_3$ hoạt động độc lập để phát hiện kháng thể trong huyết thanh bệnh nhân. Xác suất phát hiện thành công của mỗi phương pháp lần lượt là $0.79$, $0.8$ và $0.93$. Tính xác suất để có ít nhất một phương pháp phát hiện thành công kháng thể.",0.9971,0.9551,0.9321,0.9121,A,1.33,1.05,Xác định biến cố đối: Tình huống 'cả ba phương pháp đều không phát hiện được kháng thể' xảy ra khi từng phương pháp đồng thời thất bại.,"Vì các phương pháp hoạt động độc lập, hãy tính xác suất cả 3 cùng thất bại: $P(\text{Đối}) = (1 - 0.79)(1 - 0.8)(1 - 0.93)$, sau đó tính $P = 1 - P(\text{Đối})$."
PROB_PISA_357,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.74$ và quỹ $F_2$ là $0.87$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.9662,0.9242,0.9012,0.8812,A,1.14,1.09,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_358,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $3.0\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $3.5000000000000004\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.926,0.968,0.903,0.883,B,1.31,1.13,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_359,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.11$, $0.12$ và $0.14$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9562,0.9332,0.9982,0.9132,C,1.12,1.17,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_360,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.08$, $0.1$ và $0.14$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.7471,0.6701,0.7701,0.7121,D,1.29,1.21,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
